imdb_score,movie_facebook_likes,duration,num_user_for_reviews,director_facebook_likes,title_year,color
5.4,1000,92,126,14,1995,Color
6.2,17000,105,289,0,2014,Color
6.6,24000,124,256,737,2015,Color
5.9,28000,99,323,24,2016,Color
6.3,0,116,656,0,1997,Color
7.2,0,124,338,845,2007,Color
6.8,11000,96,122,7,2014,Color
6.1,0,104,257,165,1998,Color
7.8,64000,100,471,97,2014,Color
5,621,115,156,11,2005,Color
6.2,0,101,569,38,2002,Color
6.7,40000,113,264,181,2013,Color
4.9,0,100,203,11000,2009,Color
7.4,23000,134,259,16000,2009,Color
7.1,0,127,235,162,2009,Color
6.2,0,125,184,209,2009,Color
4.9,448,94,73,80,1999,Color
6.1,690,107,213,69,2006,Color
6.1,0,91,72,2,2009,Color
6.4,0,116,842,53,2002,Color
6.3,0,100,322,0,2003,Color
6.8,11000,111,150,39,2012,Color
6.6,0,117,256,258,2010,Color
5.7,956,110,165,0,1997,Color
5.9,846,96,138,11000,2002,Color
6,0,101,248,50,2008,Color
6.1,0,111,127,17,1998,Color
6.7,0,117,143,456,2009,Color
6.7,0,126,267,0,2000,Color
7.9,15000,152,822,488,2000,Color
5,470,86,74,25,2006,Color
4.3,0,101,213,93,2005,Color
5.7,20000,87,233,124,2011,Color
6.7,880,85,91,0,2003,Color
6.7,10000,130,857,545,1997,Color
6.1,0,104,243,293,2002,Color
5.6,0,121,644,0,2006,Color
6.6,2000,140,247,23,2006,Black and White
6.9,0,131,281,37,2001,Color
4.8,589,91,282,394,2000,Color
6.2,17000,118,126,167,2014,Color
6,44000,130,457,91,2013,Color
4.9,791,90,109,48,2008,Color
5.6,0,103,411,179,2005,Color
6.1,641,122,195,2000,1999,Color
6.1,0,106,110,34,2008,Color
4.8,2000,103,290,436,2008,Color
5.5,12000,107,188,192,2015,Color
3.8,0,156,368,892,2007,Color
6.5,0,127,156,258,2003,Color
6,426,119,9,3,2016,Color
6.7,0,132,183,131,2005,Black and White
8.1,117000,108,1058,84,2016,Color
4.9,296,114,88,65,1998,Color
7.3,112000,133,916,16000,2014,Color
6.4,35000,103,154,11,2015,Color
6.6,990,22,94,,,Color
6.7,0,95,263,70,2005,Color
3.6,500,90,85,32,2000,Color
5.7,2000,87,171,10,1988,Color
6,472,114,120,0,2008,Color
4.9,0,119,143,153,2015,Color
4.7,0,103,121,30,2009,Color
6.3,22000,125,281,189,2013,Color
5.9,19000,97,410,545,2010,Color
5.9,0,125,273,143,2012,Color
7,0,30,238,,,Color
7.5,11000,136,431,138,1997,Color
5.6,12000,116,198,51,2012,Color
6.4,0,103,139,357,1996,Color
6.3,782,97,147,420,2004,Color
4.3,18000,96,331,83,2011,Color
5.9,0,131,220,108,2001,Color
6.7,0,22,54,,,Color
5.5,0,95,225,163,2005,Color
6.2,0,86,221,10,2004,Color
8.8,59000,142,1398,0,1994,Black and White
5.2,0,92,146,25,2007,Color
7,0,108,507,116,2000,Color
6.6,0,84,216,12,1995,Color
7.3,0,188,497,503,1978,Color
5.6,960,95,99,293,1996,Color
6.6,0,118,372,72,2005,Color
5.4,5000,92,103,39,1997,Color
6.3,0,74,332,58,2003,Color
7.9,65000,134,527,521,2013,Color
6.3,0,101,207,189,2010,Color
6,0,100,92,52,1995,Color
7.2,56000,132,436,845,2014,Color
5.1,0,105,242,61,2002,Color
7.3,0,123,194,12000,1995,Color
8,32000,117,611,125,2006,Color
6.2,0,98,600,124,2005,Color
6,0,128,95,272,1994,Color
6.7,0,114,322,52,1998,Color
8.1,13000,111,2105,16000,2003,Black and White
6.4,0,85,358,0,1999,Color
8.4,0,44,181,,,Color
8,0,137,935,16000,2004,Black and White
6.3,0,97,149,96,1989,Color
6.4,8000,104,173,0,1992,Color
6.6,0,110,293,9,2000,Color
6.4,0,133,144,53,1996,Color
6,14000,94,108,70,2011,Color
6.6,0,104,279,50,2008,Color
5.9,0,91,73,39,2013,Color
6.4,0,145,776,21000,1992,Color
6.3,0,135,194,317,1996,Color
7.3,0,122,572,287,1998,Color
6.8,0,110,155,81,1996,Color
7.2,30000,95,174,17,2014,Color
5.7,15000,102,207,82,2012,Color
6,0,94,321,607,2003,Color
6.5,0,126,232,226,1999,Color
5.8,0,118,154,101,2003,Color
5.8,0,99,119,3,2008,Color
6.7,0,88,101,91,2012,Color
7.8,14000,141,387,16000,2008,Color
5.6,1000,107,95,99,1996,Color
5.8,0,116,89,12000,1996,Color
7.4,0,143,2047,541,2004,Black and White
6.9,0,114,216,159,2007,Color
5.5,0,93,532,45,2005,Color
6.3,953,280,497,33,2003,Color
4.7,316,100,84,0,1997,Color
5.6,610,107,39,11,2009,Color
6.4,10000,119,110,33,2014,Color
4.2,437,95,229,906,2004,Color
6.4,19000,119,222,59,2010,Color
7.7,0,133,239,0,2004,Color
7.7,0,152,207,0,1962,Black and White
5.3,448,96,142,13,2002,Color
6.7,0,117,559,0,2002,Color
7.7,26000,123,599,125,2008,Color
5.7,10000,92,131,394,2012,Color
7.6,0,170,545,0,1990,Color
6.4,0,123,495,488,2005,Color
5.6,0,110,195,94,2006,Color
6.8,0,116,269,44,1980,Color
2.4,2000,121,418,102,2003,Color
6.2,0,128,178,234,2006,Black and White
5.9,0,99,301,309,2000,Color
7.1,0,94,191,383,1997,Color
7.6,10000,127,2319,1000,2001,Black and White
5.5,361,89,190,17,2001,Color
7,44000,123,289,108,2015,Color
7.1,0,135,415,16000,2006,Color
7.4,21000,118,429,473,2009,Color
7.6,0,189,532,0,2007,Color
5.9,853,172,207,438,1998,Color
5.9,672,124,63,161,2007,Color
8,15000,141,667,14000,2002,Color
7.4,39000,157,640,0,2012,Color
5.8,0,106,483,235,2006,Color
6.3,10000,108,611,58,2008,Color
5.7,9000,125,211,0,2010,Color
5.1,0,107,612,422,2005,Color
7.6,0,215,1448,0,1998,Color
6.4,13000,118,149,71,2011,Color
7.4,0,118,549,869,1999,Color
8.2,11000,178,533,17000,1995,Color
6.5,0,92,211,180,2010,Color
5.5,846,104,180,13,2003,Color
6.5,0,116,481,101,2000,Color
5.6,605,90,155,176,2006,Color
4.9,1000,93,110,14,2006,Color
4.6,13000,130,919,129,2009,Color
7.9,0,90,945,80,2001,Color
7.1,36000,106,407,53,2011,Color
6.9,0,155,322,58,1991,Color
7.3,0,139,318,488,1996,Color
7,74000,112,623,3000,2012,Color
7.7,11000,139,470,274,1997,Color
6.7,0,115,375,293,1998,Color
6.3,41000,143,346,285,2013,Color
5.8,0,96,309,65,2002,Color
7.1,37000,112,849,14000,2011,Color
7.3,0,131,498,0,2000,Color
6.4,0,116,357,80,2003,Color
7.1,24000,112,322,97,2014,Color
7.6,11000,123,406,277,1994,Color
6.8,0,104,243,235,2008,Color
6.6,10000,107,110,43,2016,Color
6.7,0,124,252,0,1998,Color
6.1,13000,96,130,51,2015,Color
6,90000,125,779,252,2014,Color
7.6,0,129,646,0,2006,Color
7.1,0,90,394,241,1999,Color
5,0,109,147,155,1995,Color
7.1,22000,124,199,488,2011,Color
6.2,0,121,791,295,2009,Color
5.6,2000,95,242,9,2006,Color
5.4,0,128,560,62,2005,Color
7.4,44000,118,292,43,2011,Color
5,795,80,232,12,2004,Color
5.2,0,99,209,148,2004,Color
7.6,27000,133,312,152,2011,Color
6.6,0,127,130,249,1995,Color
7,24000,106,384,174,2014,Color
5.7,0,98,110,99,2009,Color
8.2,48000,132,2042,160,2005,Color
6.2,955,114,192,71,2003,Color
7.9,0,45,9,,,Color
6.6,624,78,118,5,2006,Color
4.7,1000,101,168,23,2005,Color
6.3,970,113,248,39,2001,Color
6.1,45000,98,304,75,2013,Color
6.7,0,124,533,213,2002,Color
6.1,27000,109,329,154,2011,Color
7,0,128,625,79,2005,Color
7.4,44000,144,219,0,2016,Color
7.3,18000,95,102,34,2014,Color
5.8,773,105,306,12,2006,Color
6.7,1000,121,142,16000,1997,Color
5.8,2000,125,142,0,1997,Color
7.8,25000,129,506,21000,1997,Color
6.6,0,132,1740,50,2006,Color
6.5,0,118,261,41,2000,Color
6.7,39000,113,181,22,2012,Color
7.3,3000,140,279,473,1998,Color
5.8,15000,89,210,77,2014,Color
5.5,669,104,114,644,1994,Color
6.3,0,106,148,287,1990,Color
7.4,47000,141,275,71,2014,Color
5.9,0,124,156,75,1997,Color
6.2,0,98,672,38,2004,Color
5.9,0,108,259,17,2004,Color
6.5,1000,114,157,73,2003,Color
4.4,812,101,140,0,1994,Color
3.5,0,93,177,0,2005,Color
6.6,0,119,548,0,2000,Color
6,718,119,106,0,2004,Color
6.4,0,99,194,160,2009,Color
6.5,0,137,226,0,1999,Color
7.8,361,105,33,,,Color
4.3,877,117,118,31,1996,Color
4.2,0,87,65,9,2010,Color
6.5,16000,129,323,16000,2010,Color
6.1,0,115,302,58,2002,Color
6.3,0,132,84,503,1995,Black and White
6.2,3000,131,392,73,2007,Color
5.9,0,95,150,0,1999,Color
5.9,43000,125,347,487,2013,Color
6.5,0,98,286,323,2003,Color
6.4,705,110,260,16000,2002,Color
6.5,0,118,190,670,2009,Color
5.7,0,101,227,0,1996,Color
7.5,915,60,22,,,Color
8,0,90,514,663,1999,Color
7.3,0,119,632,0,2004,Color
6.7,10000,139,47,378,2016,Color
7.5,0,130,420,317,2003,Color
5.4,779,100,94,65,2005,Color
6.6,15000,114,205,174,2015,Color
7.7,0,96,398,0,2007,Color
5.8,0,110,208,134,2005,Color
6.4,0,158,390,0,1999,Color
5.6,18000,102,274,234,2011,Color
6,0,84,137,260,2011,Color
6.2,697,115,73,333,1997,Color
5.9,0,99,78,32,1994,Color
5.1,943,135,90,596,1995,Color
6.8,9000,108,127,218,2010,Color
7,0,43,149,,,Color
6,0,127,374,12000,2005,Color
5.1,422,107,70,607,1995,Color
5.8,0,95,245,83,2009,Color
6.2,14000,124,258,98,2013,Color
6.4,0,109,341,0,2002,Color
4.8,28000,102,150,0,2016,Color
4.9,288,88,93,5,2004,Color
5.6,255,87,91,0,2000,Color
5.5,15000,104,211,71,2011,Color
3.7,0,96,179,43,2009,Color
5.9,0,85,294,70,2001,Color
8.5,31000,64,148,,,Color
6.3,2000,104,113,212,1990,Color
7.4,21000,135,209,628,2009,Color
7.6,0,190,867,0,2000,Color
8.3,0,127,477,14000,1989,Color
6.6,36000,129,226,456,2012,Color
6.9,67000,120,627,662,2015,Color
6.7,0,118,397,176,1999,Color
6.8,0,112,850,21000,2002,Color
4.6,352,89,32,42,2006,Color
7.1,3000,114,560,737,1999,Color
6.4,18000,137,185,79,2015,Color
6.4,0,112,497,109,2001,Color
7.4,0,120,537,34,2001,Color
6.4,0,123,316,446,2001,Color
6,0,93,254,11000,2000,Color
6.5,828,123,84,0,1984,Color
7.8,0,122,560,446,2007,Color
6,38000,115,323,118,2014,Color
7,0,123,307,0,1998,Color
6,0,96,345,0,1996,Color
7.8,522,110,55,375,1998,Color
6.1,2000,105,164,631,1990,Color
6.8,0,113,419,323,1999,Color
6.4,0,132,210,545,2001,Color
7.7,0,93,376,270,1982,Color
8.1,0,115,236,0,1972,Black and White
4.5,261,75,71,0,2006,Color
5.8,616,108,97,350,1996,Color
6.3,0,105,169,29,1997,Color
5.7,881,102,343,148,2001,Color
7.2,0,118,651,22000,2002,Color
7.6,3000,111,286,906,1996,Color
4.7,0,81,176,39,2010,Color
6.6,975,116,107,380,1996,Color
6.8,0,86,243,293,1997,Color
7.3,0,127,29,65,2016,Color
2.7,115,140,16,92,1981,Color
4.8,0,91,85,32,1994,Color
6.3,63000,98,461,118,2012,Color
5.5,0,84,347,119,2003,Color
6.2,0,109,370,80,2000,Color
5.8,0,93,212,40,2008,Color
5.7,1000,113,152,0,2004,Color
6.5,0,141,89,79,1993,Color
6.7,1000,119,94,541,1994,Color
7.4,22000,97,310,0,2007,Color
6.9,0,117,137,176,1992,Color
5.5,0,101,228,126,2005,Color
8.1,86000,153,620,777,2013,Color
7.7,0,122,633,845,2001,Color
7.3,19000,102,609,23,1999,Color
5.2,0,83,548,322,2001,Color
7.1,26000,103,252,33,2011,Color
7.1,0,110,582,45,1998,Color
7.2,0,136,209,49,2005,Color
6.5,0,91,350,50,2002,Color
4.6,0,89,271,49,1997,Color
5.6,0,107,379,18,2000,Color
7.7,52000,129,1004,628,2003,Color
7.2,0,95,317,487,1998,Color
6.8,0,122,541,117,2001,Color
5.4,0,110,116,49,1994,Color
6.3,1000,135,73,41,1996,Color
7.2,0,111,61,5,1968,Color
5.6,743,95,118,58,2005,Color
6.8,10000,109,1053,37,2005,Color
4.3,531,93,91,38,2004,Color
6.3,0,94,348,85,2007,Color
6.5,12000,117,184,153,2014,Color
6.4,0,112,116,61,2006,Color
6.3,0,111,69,161,1994,Color
5.9,0,96,47,0,1995,Color
6.5,28000,141,269,0,2012,Black and White
6.5,2000,94,355,160,2004,Color
6.1,2000,87,285,29,2003,Color
5.9,593,88,70,8,2006,Color
6.6,11000,177,569,0,1984,Color
7.4,14000,133,524,278,2007,Color
7.3,0,119,414,0,2008,Color
6.6,0,102,305,503,2006,Color
5.6,0,101,214,326,2008,Color
5.3,451,91,80,29,1996,Color
6,0,117,81,11000,1996,Color
5.4,916,86,55,13,2009,Color
6.8,0,124,531,0,2001,Color
6.4,0,134,409,38,2005,Color
4.9,0,100,148,23,1996,Color
5.8,652,220,183,0,2000,Color
7.1,915,212,161,0,1995,Black and White
7.2,15000,128,349,2000,2010,Color
6,0,106,273,208,1998,Color
6,0,160,182,0,2008,Color
7,0,114,229,611,2006,Color
5.4,0,99,154,15,2008,Color
6.5,892,74,186,188,2002,Color
6.4,0,139,115,179,2007,Color
8.3,17000,52,47,,,Color
4.9,68,103,41,170,1997,Color
6.3,17000,101,142,32,2011,Color
1.7,0,91,66,11,2012,Color
7.7,89000,130,695,0,2012,Color
7.8,0,130,270,99,1993,Color
5.5,0,110,135,72,2010,Color
7.5,0,147,259,272,1996,Black and White
6.4,0,96,217,170,1985,Color
5.6,353,118,62,13,1996,Color
7.5,0,88,147,3,1940,Color
6.8,1000,325,189,517,1980,Color
6.8,0,102,502,235,2006,Color
6,11000,110,91,118,2015,Color
7.3,0,136,297,835,2000,Color
6,0,103,194,84,2000,Color
7,0,103,303,255,2005,Color
5.1,0,90,403,16,2002,Color
6.8,0,154,142,521,1993,Color
6.5,0,99,75,23,2010,Color
6.6,16000,93,181,165,2011,Color
7.2,39000,109,345,97,2012,Color
7,11000,124,602,50,1999,Color
7,0,84,358,91,2000,Color
5.9,0,90,268,29,2004,Color
5.4,0,117,41,71,1992,Color
6.6,24000,123,380,176,2013,Color
7,0,251,192,311,1963,Color
6.5,17000,105,112,153,2012,Color
6.3,893,115,175,73,2002,Color
6.5,0,122,71,0,1996,Color
6.5,0,119,460,89,2002,Color
5.8,0,81,396,119,2009,Color
6.6,0,133,317,46,1989,Color
5.4,20000,100,283,308,2011,Color
6.1,748,120,265,17,2001,Color
4,0,104,290,5,1993,Color
7.6,10000,122,437,487,2005,Color
7.9,0,80,841,611,2002,Black and White
5.3,19000,91,169,30,2012,Color
6.6,50000,112,835,133,2014,Color
6.3,0,100,102,19,2010,Color
7.5,455,30,18,,,Black and White
7.2,0,105,71,0,2009,Color
7,0,110,564,161,2002,Color
4.9,161,101,5,326,2015,Color
6.9,0,144,658,241,2001,Color
5.2,505,108,132,4,2003,Color
8.1,14000,107,2073,0,1999,Color
6.6,11000,102,153,20,2012,Color
6.2,11000,100,125,64,2011,Color
7.2,0,126,235,80,1984,Color
7.3,63000,138,751,737,2013,Color
6.7,10000,108,273,98,2009,Color
6.4,0,105,336,78,1999,Color
7.8,12000,108,327,0,1989,Color
6.4,83000,89,918,0,2014,Color
4.1,101000,129,1360,456,2015,Color
4.1,681,84,188,0,2003,Color
7.4,0,149,236,541,1996,Color
5.8,0,94,288,189,2003,Color
7.6,58000,121,420,532,2013,Color
7.2,0,128,166,545,1992,Black and White
7.8,40000,134,279,0,2016,Color
7.7,74000,120,696,21000,2010,Color
6.4,12000,129,203,42,2009,Color
5.1,1000,89,410,119,2006,Color
5.5,0,116,734,0,2000,Color
7.4,0,118,263,0,1990,Color
6,14000,107,144,164,2015,Color
7.5,14000,155,654,0,1992,Color
7,13000,123,277,0,2009,Color
7.5,28000,128,200,241,2013,Color
7.3,0,139,696,333,1999,Color
5.7,55000,109,285,101,2014,Color
7.3,11000,120,263,155,2006,Color
7.2,54000,121,304,278,2015,Color
5.9,0,102,58,167,2016,Color
7.8,0,117,382,0,1992,Color
7.7,0,178,433,138,2004,Color
8.1,13000,147,1732,436,2005,Black and White
6.6,0,90,422,38,2008,Color
7.1,0,105,215,29,2009,Color
5.9,0,114,426,101,2001,Color
8,0,206,442,0,1991,Black and White
4.6,663,99,82,14,2006,Color
6.1,2000,123,344,563,2001,Color
6.4,0,102,185,23,2009,Color
6,16000,109,189,415,2014,Color
5.2,0,82,290,160,2009,Color
7.6,55000,142,355,14000,2015,Color
6.4,0,106,411,212,2001,Color
6.4,12000,114,197,89,2010,Color
6.1,0,106,211,23,2004,Color
6.1,0,108,139,287,1998,Color
5.2,0,98,209,20,1997,Color
7.7,0,131,544,58,2002,Color
7.3,25000,118,203,65,2011,Color
6.9,29000,113,332,174,2011,Color
8.5,49000,130,1100,22000,2006,Color
6.3,12000,116,187,51,2014,Color
5.9,0,89,44,7,2013,Color
7.8,14000,139,1043,0,2006,Color
6.7,0,130,271,46,1987,Color
6.4,17000,107,619,190,2010,Color
5.9,263,116,34,425,1986,Color
6.6,0,96,531,192,2004,Color
6.8,0,99,548,18,2006,Color
6.5,0,104,371,34,2005,Black and White
6.6,11000,105,110,54,2012,Color
5.8,3000,101,101,10,2008,Color
6.9,16000,134,190,16000,2014,Color
7.1,0,135,141,0,1997,Color
5.8,0,98,376,326,2003,Color
7.2,0,155,227,14000,1997,Color
6,694,106,56,323,1992,Color
4.7,0,102,998,25,2007,Color
5.2,0,95,39,80,1994,Color
5.5,0,103,180,643,2000,Color
6.5,0,95,291,30,2007,Color
7,42000,109,334,99,2011,Color
5.8,0,95,103,98,2012,Color
6.2,26000,111,518,0,2011,Color
6.5,0,123,587,541,1999,Color
7.2,0,140,209,0,1991,Color
5.1,0,94,158,52,2014,Color
4.7,390,94,130,0,2000,Color
5.9,20000,92,227,77,2011,Color
5.8,445,102,117,6,1999,Color
7.2,16000,123,660,75,2000,Color
6.2,0,104,208,101,2005,Color
7.4,301,30,43,,,Color
5.7,702,102,101,65,2008,Color
6.1,24000,136,416,3000,2014,Color
6,0,93,146,85,1994,Color
6.9,39000,129,341,335,2011,Color
6.5,0,107,156,50,2010,Color
5,0,117,284,260,2005,Color
5.7,470,116,167,18,2000,Color
7,3000,135,754,0,2005,Color
5.1,394,107,188,55,2000,Color
5.3,279,90,105,39,1999,Color
4.4,0,99,164,287,1996,Color
4.7,299,104,291,0,2001,Color
6.7,0,115,252,56,2008,Color
6.7,8000,119,274,7,2001,Color
5.7,0,99,178,81,2007,Color
7.4,0,112,223,17000,1973,Color
6.1,680,128,61,545,1994,Color
6.4,15000,112,203,118,2011,Color
6.2,0,86,67,7,1998,Color
6.2,416,108,166,105,2002,Color
5.9,0,128,106,34,1999,Black and White
4,0,84,207,33,2004,Color
6.2,309,111,60,17,1996,Color
4.6,0,131,450,719,1995,Color
6.4,0,123,619,0,2006,Color
5.9,555,101,60,58,1995,Color
5.1,604,102,284,19,2000,Color
7.6,54000,114,322,171,2012,Color
4.2,754,107,126,124,1987,Color
7.8,15000,87,245,0,2009,Color
5.8,835,103,128,65,2002,Color
5.9,630,99,66,0,1992,Color
8.4,39000,122,1314,0,2001,Black and White
4.8,849,91,111,29,2004,Color
6.2,0,103,146,14,2004,Color
6.5,0,107,66,42,2012,Color
6.3,579,106,111,22,1999,Color
3.3,612,101,388,37,2002,Color
5.9,0,109,157,80,2009,Color
5.8,0,89,147,0,2003,Color
6.5,866,100,25,92,2008,Color
4.7,328,119,70,5,1980,Color
4.1,401,83,162,7,1999,Color
6.8,10000,108,310,22,2009,Color
6.2,892,102,207,39,2001,Color
4.5,158,93,82,18,2002,Color
5.8,565,84,98,8,2001,Color
7.3,15000,107,801,0,2007,Color
5.9,0,91,93,48,2012,Color
4.4,211,94,26,0,2008,Color
5.8,0,115,110,180,2015,Color
5.1,823,93,187,13,2006,Color
6.9,0,105,491,154,2007,Color
6.2,12000,107,223,34,1995,Color
6.9,0,101,90,47,2007,Color
7.3,0,111,211,0,1994,Black and White
7.1,0,113,61,31,2007,Color
6,265,112,32,44,2005,Color
7,58000,126,514,584,2013,Color
6.8,0,90,40,10,2011,Color
5.7,89,93,39,23,2004,Color
7.6,15000,98,545,295,1994,Color
8.4,21000,159,410,50,2015,Color
7.1,13000,107,234,124,2009,Color
5.6,0,102,184,36,2007,Color
7,25000,87,165,13000,2012,Black and White
8,14000,119,1594,0,2005,Color
5.3,177,110,50,534,2004,Color
4.9,0,125,224,44,1983,Color
6.4,12000,113,115,88,2013,Color
7.4,0,150,105,610,2008,Color
6.1,0,108,392,72,2002,Color
6.5,9000,96,169,126,2009,Color
5.7,478,93,73,36,1996,Color
5.1,478,100,107,0,2002,Color
6.6,0,118,249,18,1994,Color
6.5,13000,122,111,0,2013,Color
6.9,33000,120,260,508,2011,Color
7.8,0,60,86,,,Color
6.4,0,88,18,0,2014,Color
7.6,0,146,265,278,1999,Black and White
5.6,0,115,234,150,2002,Color
6.2,989,123,216,7,2001,Color
4.4,8000,94,123,99,2015,Color
5.6,689,102,180,43,2001,Color
5.5,168,98,85,11,2001,Color
6.7,0,133,638,2000,1999,Color
6.1,352,118,75,150,1996,Color
6.2,0,105,191,65,2001,Color
7.3,12000,109,275,304,2009,Color
6.6,911,129,89,0,1996,Color
8.2,23000,109,911,0,1982,Color
6.4,39000,127,343,123,2013,Color
6.4,389,118,81,11,1997,Color
5.2,474,110,67,49,2001,Color
6.5,0,90,102,27,2008,Color
7.1,27000,144,405,0,2012,Color
4.8,366,97,28,2,2007,Color
7.3,0,130,45,39,2008,Black and White
5.2,14000,112,266,5,2016,Color
7.7,70000,133,362,0,2015,Color
7.6,29000,150,420,0,2010,Color
5.7,14000,110,89,52,2012,Color
7,0,96,545,1000,2008,Color
6,0,96,110,3,2008,Color
8.1,83000,123,475,2000,2013,Color
8,13000,188,1437,0,1999,Color
5.6,0,107,176,0,2010,Color
6.1,15000,110,83,11,2016,Color
6.9,0,113,86,188,2011,Color
5.2,19000,122,1535,308,2008,Color
7,0,116,394,415,2002,Color
6.3,0,93,144,10,1999,Color
7,35000,118,301,43,2013,Color
5.3,240,115,21,35,2009,Color
6.9,0,93,218,84,1997,Color
6.2,0,121,214,883,1983,Color
6.4,12000,101,243,38,2010,Color
6.4,0,107,33,188,2014,Color
5.7,852,124,212,287,2000,Color
6.1,0,109,135,473,2003,Color
5.4,11000,105,172,488,2015,Color
6.7,591,130,57,0,1996,Color
6.8,846,127,194,96,1999,Color
6,23000,114,197,101,2011,Color
7.8,17000,106,641,487,1997,Color
5.3,133,95,64,31,2000,Color
4.5,279,81,45,16,2008,Color
5.4,638,95,80,0,2003,Color
7.8,24000,108,626,480,2009,Color
7.2,12000,105,45,25,2015,Color
6.6,0,95,784,116,1999,Color
7.6,12000,126,817,13000,1989,Color
5.9,2000,102,53,596,2011,Color
6.7,0,121,136,503,1992,Color
7.7,38000,129,420,102,2009,Color
5.8,0,43,30,,,Color
5.4,0,88,205,0,2001,Color
6.9,31000,106,387,91,2011,Color
7.7,36000,110,724,1000,2010,Color
6.8,0,109,631,64,2006,Color
6.4,0,143,405,338,1979,Color
5.7,17000,120,232,91,2013,Color
7.3,0,128,261,17000,1991,Color
6.8,0,123,278,126,2008,Color
6.3,25000,129,309,0,2015,Color
5.9,919,105,160,8,2005,Color
7.4,0,162,457,333,1996,Color
8.3,11000,138,625,161,1997,Color
6.2,0,100,217,31,2005,Color
6.3,0,90,138,0,1997,Color
5.8,0,108,140,79,1995,Color
7.5,10000,101,668,0,1984,Color
6.3,0,109,677,763,2000,Color
6.4,0,132,244,130,1998,Color
7.2,0,123,136,130,2010,Color
6.3,0,87,211,14,2007,Color
6.9,0,109,196,19,2003,Color
6.6,41000,109,194,87,2011,Color
6,0,92,111,89,2016,Color
7.5,39000,125,306,102,2013,Color
7.7,0,202,156,0,1992,Color
6.2,18000,134,248,0,2012,Color
5.4,0,88,120,12,2009,Color
6.6,0,92,169,148,2009,Color
5.3,913,91,119,42,2007,Color
5.6,0,75,209,221,2006,Color
5.9,0,98,262,30,2005,Color
7.8,0,147,234,179,1997,Color
6.7,0,100,1138,545,2002,Color
7.4,11000,120,321,365,1982,Color
6.2,0,104,400,1000,2004,Color
5.4,0,103,398,212,2008,Color
6.7,52000,109,463,487,2011,Color
5.3,0,104,97,16,2010,Color
5.9,13000,112,153,42,2011,Color
7,265,60,11,,,Color
4.8,0,95,164,19,2001,Color
7.3,0,102,91,23,1976,Color
3.8,0,102,282,133,1994,Color
8.5,21000,150,761,2000,2002,Black and White
6.8,0,101,203,308,2006,Color
5.3,0,108,576,174,2005,Color
7.3,12000,98,903,0,2004,Color
6.6,16000,137,279,16000,2011,Color
6.2,5000,112,232,192,2008,Color
5.2,0,101,695,48,2002,Color
6.2,0,103,291,81,1990,Color
6.2,0,101,245,40,2008,Color
6.6,0,112,239,37,1999,Color
6.4,12000,111,247,24,1980,Color
6.2,0,102,358,0,2004,Color
5.1,11000,101,151,357,2012,Color
6.6,0,155,216,16000,1997,Color
6.1,0,93,57,8,2015,Color
6.1,0,109,59,24,2010,Color
6.6,949,140,68,0,1992,Color
5.9,0,108,492,251,2008,Color
6.3,0,96,244,13,2004,Color
7.1,23000,123,138,15,2015,Color
5,13000,106,173,309,2011,Color
5.6,538,76,80,2,2005,Color
7.4,0,107,335,161,2000,Color
4.5,0,82,173,82,2008,Color
6.2,0,109,134,90,2013,Color
5,0,99,325,0,2005,Color
6.5,20000,91,178,192,2012,Color
5.1,0,87,118,98,2015,Color
6.5,0,125,215,159,2002,Color
6.2,17000,118,141,138,2013,Color
6.3,0,98,173,12,2004,Color
3.8,0,92,84,16,2010,Color
5.2,0,93,82,0,2012,Color
6,0,116,178,170,1983,Color
6.2,0,92,298,0,2007,Color
5.7,452,115,39,468,1991,Color
6.7,0,120,200,52,2007,Color
6.8,0,111,208,529,2001,Color
6,433,94,162,10,2001,Color
7.3,0,100,100,212,2009,Color
5.5,0,101,142,57,2009,Color
6.7,39000,139,975,0,2011,Color
4.8,471,91,141,85,1998,Color
5.7,10000,109,212,453,2014,Color
5.1,704,102,204,241,2003,Color
6,0,103,280,189,2008,Color
4.2,494,83,113,12,2006,Color
7.4,24000,123,195,0,2015,Color
4.6,0,101,31,31,1997,Color
6.9,9000,117,196,0,2006,Color
8.6,20000,60,105,,,Color
6.9,892,114,71,503,1992,Color
8,6000,330,129,138,1993,Color
6.4,561,121,99,55,1997,Color
6.3,675,114,232,0,2002,Color
8.4,0,156,55,278,1980,Black and White
7.1,262,135,25,22,1995,Color
6.8,633,148,159,0,1999,Color
7.5,29000,148,127,0,2010,Color
5.7,0,93,76,18,2006,Color
7.2,26,,,194,2009,Color
6.8,38000,113,524,47,2014,Color
5.4,0,91,89,31,2015,Color
7.2,0,139,150,17000,1993,Color
7.3,23000,96,915,0,2006,Color
5.2,120,102,94,3,1999,Color
5.5,0,96,86,165,2012,Color
7.7,0,101,144,6000,2008,Color
7.1,23000,128,116,88,2015,Color
5.3,1000,109,260,7,1999,Color
5.6,314,114,61,46,2000,Color
5.7,0,105,50,125,2012,Color
7.1,13000,141,108,56,2013,Color
7.5,0,195,127,631,1981,Color
7.6,0,138,319,0,1992,Color
5.5,742,101,232,43,2001,Color
5.1,1000,99,148,67,2000,Color
6.3,0,85,16,0,2013,Color
4.9,0,89,211,21,2011,Color
6.5,19000,99,72,35,2012,Color
5.6,4000,105,1033,160,2006,Color
